epoch,acc,loss,val_acc,val_loss
0,0.88043333333333329,0.38967191307544707,0.94889999999999997,0.17009446005225182
1,0.91123333336512247,0.28939638580481214,0.95789999999999997,0.14988305112719535
2,0.92196666666666671,0.25908709498643873,0.95889999999999997,0.14770490999519825
3,0.92761666666666664,0.24382052988211314,0.96430000000000005,0.12821128878295421
4,0.93148333336512246,0.23527855055332184,0.9647,0.13570485537275673
5,0.93063333330154419,0.23348429990609487,0.96530000000000005,0.13822791687548161
6,0.93268333336512244,0.23165150616168975,0.9677,0.12220072698518634
7,0.93596666666666661,0.22119761295318605,0.96809999999999996,0.13365427892751758
8,0.93749999996821087,0.21769867699941001,0.96460000000000001,0.13427129841223359
9,0.93755000003178912,0.21844565851688386,0.9657,0.13875567155107857
10,0.93828333330154423,0.21915861155986785,0.96799999999999997,0.13223116558995099
11,0.94069999999999998,0.20856375175317129,0.96889999999999998,0.13986123924218119
12,0.94111666669845584,0.20771186262766519,0.96589999999999998,0.14566139348298313
13,0.94341666666666668,0.20281568735440572,0.96789999999999998,0.14971325415149331
14,0.94291666666666663,0.20837171107927957,0.96850000000000003,0.13056857044249773
15,0.94504999999999995,0.19983365742365519,0.97030000000000005,0.13779779543168844
16,0.94528333330154424,0.19984064887364705,0.97070000000000001,0.1405467127745971
17,0.94405000003178918,0.20333074689308803,0.9698,0.14204627374559642
18,0.94641666666666668,0.1949140762289365,0.96950000000000003,0.14381170458123088
19,0.9452666666666667,0.1946748249610265,0.97040000000000004,0.14375361369047313
