epoch,acc,loss,val_acc,val_loss
0,0.8868166666666667,0.37224890047709147,0.93789999999999996,0.21044783019423485
1,0.9145833333333333,0.29620907179514566,0.9536,0.15942180606424808
2,0.92058333333333331,0.27612396172682446,0.95369999999999999,0.15409759009182453
3,0.92409999996821091,0.26347589319547016,0.95509999999999995,0.15742033259123564
4,0.9264833333015442,0.25348949100176493,0.95669999999999999,0.15152753756046294
5,0.92868333333333331,0.24654695494969686,0.95650000000000002,0.14722439252734185
6,0.93138333333333334,0.24027934128443401,0.95640000000000003,0.15281168582439422
7,0.93138333336512247,0.23665080437660219,0.96560000000000001,0.12026183263510466
8,0.93358333333333332,0.23275096188386282,0.96350000000000002,0.14092018110752105
9,0.93415000000000004,0.23348748985131582,0.96030000000000004,0.13880449889600277
10,0.93335000000000001,0.23609373185634613,0.96089999999999998,0.13940790363438427
11,0.93583333330154417,0.23231213754812877,0.96330000000000005,0.12939217224866151
12,0.93756666669845579,0.22192089787324271,0.96209999999999996,0.13845946411415935
13,0.93810000003178917,0.22005062742233275,0.96640000000000004,0.12494466380551457
14,0.9395333333015442,0.21277203860680263,0.96650000000000003,0.12382890818491578
15,0.9382166666666667,0.21646228524049124,0.96299999999999997,0.13015895136147737
16,0.93836666666666668,0.22137743763923645,0.96440000000000003,0.1315863946005702
17,0.93996666663487749,0.21083173532485963,0.96519999999999995,0.12086133642382919
18,0.94019999996821091,0.21027889419794082,0.96689999999999998,0.12134965579845011
19,0.94138333330154422,0.2095504756530126,0.96379999999999999,0.13057526573892683
20,0.94078333330154418,0.20903503645261129,0.96760000000000002,0.12066622055545449
21,0.94266666666666665,0.20339598705768586,0.96560000000000001,0.12586110525913535
22,0.94274999996821085,0.20164662888050081,0.96640000000000004,0.12423215084373951
23,0.94203333336512252,0.20449686220486959,0.96450000000000002,0.12993929860703646
24,0.94326666669845582,0.20344844432671866,0.96589999999999998,0.12897887532552704
25,0.94359999996821087,0.20326196343898773,0.96889999999999998,0.11841979222111404
26,0.94441666666666668,0.19760922920703888,0.96870000000000001,0.11142348611205816
27,0.94310000000000005,0.20184939371744792,0.96860000000000002,0.11440181285850703
28,0.94494999999999996,0.19742430474758149,0.96679999999999999,0.12690405504396185
29,0.94413333336512251,0.20261758635044097,0.96489999999999998,0.12338770792335271
