epoch,acc,loss,val_acc,val_loss
0,0.96003333330154417,0.15741392610669136,0.97089999999999999,0.17887501291520894
1,0.95551666666666668,0.17472177557945251,0.97030000000000005,0.17825546807423234
2,0.9543666666666667,0.18398887108564377,0.96950000000000003,0.15734057065779344
3,0.95331666663487757,0.18321275307436785,0.97170000000000001,0.17728775817519055
4,0.95404999996821083,0.1844235251625379,0.96989999999999998,0.16549519398398696
5,0.95399999999999996,0.18007030957142511,0.96919999999999995,0.17550619868542999
6,0.95464999996821087,0.17901051688194275,0.96999999999999997,0.18242243525944651
7,0.95681666669845578,0.170504523507754,0.96750000000000003,0.18084840687555842
8,0.9553166666666667,0.17820157560110092,0.97060000000000002,0.17816871568560599
9,0.95576666663487753,0.17368944886525473,0.9718,0.17154269955661147
10,0.95489999999999997,0.17779933681090673,0.96960000000000002,0.16485785159431399
11,0.95606666663487749,0.17529223490953447,0.97060000000000002,0.16758667883202433
12,0.95496666666666663,0.17748765990932783,0.97009999999999996,0.19115433278391139
13,0.95505000003178919,0.182410078672568,0.9698,0.17639912687242032
14,0.95505000003178919,0.18100603322188061,0.97019999999999995,0.19696345969131215
15,0.9559833333333333,0.17934569444656373,0.97130000000000005,0.17359162500509992
16,0.95680000003178911,0.18082874226172765,0.9728,0.16906342270895838
17,0.95866666669845579,0.16150338162183761,0.96950000000000003,0.18363282505981623
18,0.95793333330154418,0.17622790038983027,0.96960000000000002,0.18473407875373959
19,0.95526666663487747,0.17851782004833222,0.97070000000000001,0.17328099224735052
20,0.95686666669845577,0.16992723597685497,0.96960000000000002,0.18804409295842051
21,0.95661666663487754,0.1719118783156077,0.96840000000000004,0.1994157357936725
22,0.95630000003178917,0.17867532234191894,0.96940000000000004,0.19532067728918046
23,0.95583333333333331,0.17853292937676113,0.96850000000000003,0.21042101027965546
24,0.95689999996821085,0.17655011117458344,0.96850000000000003,0.19110111308209599
25,0.95546666666666669,0.17910596095323564,0.97109999999999996,0.19076144340652973
26,0.95845000003178915,0.16801947990059854,0.96899999999999997,0.19703457987597212
27,0.9590500000317892,0.16914798168738682,0.9698,0.18746361278239637
28,0.95803333330154417,0.16966449731191,0.97189999999999999,0.17594542158339171
29,0.95819999996821081,0.16955436711311339,0.96870000000000001,0.19561727240644394
