epoch,acc,loss,val_acc,val_loss
0,0.97671666666666668,0.076481442991892495,0.97609999999999997,0.12836165650440379
1,0.97708333330154418,0.074819692199428869,0.97599999999999998,0.12809457332808524
2,0.9775499999682109,0.073531017751495037,0.97599999999999998,0.12839272438450716
3,0.97853333330154424,0.070685021958748498,0.9758,0.12801483309359754
4,0.97714999996821084,0.073344906707604726,0.97560000000000002,0.12838636567720677
5,0.97806666669845577,0.071485350640614828,0.97560000000000002,0.12826980853541753
6,0.97841666669845584,0.070199503427743906,0.97570000000000001,0.12772718372344971
7,0.97865000003178915,0.070322916444142666,0.97560000000000002,0.12769134283354505
8,0.9775999999682109,0.070771038058400154,0.97570000000000001,0.1275077385658864
9,0.97773333330154422,0.071062733668088907,0.9758,0.12736041019023395
10,0.97763333330154423,0.07064601758519809,0.9758,0.12775453516002744
11,0.97829999999999995,0.070334589658677574,0.9758,0.1274854569925461
12,0.9781000000317891,0.071465654567877457,0.9758,0.12773440723083912
13,0.97836666666666672,0.068826962498823807,0.9758,0.12782748761465773
14,0.97725000003178919,0.072404240641991302,0.97550000000000003,0.12825461915014311
15,0.97835000000000005,0.071192959101994829,0.97560000000000002,0.12808099353294819
16,0.97933333330154415,0.067698669707775119,0.97570000000000001,0.12787803228357808
17,0.97831666669845585,0.069821952587366107,0.97560000000000002,0.12864336627195588
18,0.97819999996821083,0.068428749999403959,0.9758,0.12918763699741104
19,0.97876666663487755,0.06891386939585209,0.97550000000000003,0.12906098627280443
20,0.97873333333333334,0.068834248239795365,0.97570000000000001,0.12955261144656688
21,0.97768333333333335,0.069252493001023929,0.97540000000000004,0.12957415153663607
22,0.97929999996821082,0.065512629688779508,0.97570000000000001,0.12924067450570875
23,0.97858333336512249,0.068869781738519667,0.97550000000000003,0.1300778198988177
24,0.97828333330154416,0.070039016324281694,0.97529999999999994,0.12883738597724587
25,0.97863333336512248,0.06779030670424302,0.97570000000000001,0.12858414273308591
26,0.97846666663487747,0.070219776491324104,0.9758,0.12836851175187622
27,0.97814999996821084,0.070550609025359159,0.97589999999999999,0.12930809831097723
28,0.97858333336512249,0.066722293879588446,0.97540000000000004,0.13020574543722904
29,0.97778333336512246,0.071664929675062494,0.97570000000000001,0.12990965004363098
