epoch,acc,loss,val_acc,val_loss
0,0.89773333336512251,0.34042996918360391,0.94930000000000003,0.17177354239225387
1,0.92683333333333329,0.2553214900334676,0.96179999999999999,0.14396928219795227
2,0.9341333333651225,0.23650502446492513,0.96009999999999995,0.14581528488695622
3,0.93618333336512249,0.23018523284594217,0.96299999999999997,0.13507981619164347
4,0.93968333330154419,0.22320334745645523,0.96220000000000006,0.14827604333423078
5,0.94133333330154423,0.22134765743811927,0.96589999999999998,0.14561315827667712
6,0.94353333330154421,0.21589301706552505,0.96599999999999997,0.14015191555917264
7,0.94751666666666667,0.20251082929372788,0.9667,0.14534434722494333
8,0.94821666669845583,0.20278884707291922,0.97109999999999996,0.12835297319856473
9,0.95026666669845583,0.20225044114987056,0.96970000000000001,0.14972946807332338
10,0.95205000003178919,0.1963419044057528,0.9698,0.14609158790037036
11,0.95168333333333333,0.19860323878924052,0.97070000000000001,0.13752532726936043
12,0.95311666669845585,0.19440214347243309,0.97119999999999995,0.14193766517341136
13,0.95599999996821083,0.18763204013109208,0.96960000000000002,0.14847250630035996
14,0.95456666666666667,0.19056654847065607,0.9698,0.14539754525721074
15,0.95430000000000004,0.19172726504206658,0.96630000000000005,0.16919252490811049
16,0.95798333336512242,0.17738788950045903,0.96999999999999997,0.15512714146301151
17,0.95620000003178918,0.18600484054088592,0.97160000000000002,0.14911339112306013
18,0.95779999996821086,0.18565229547818501,0.97060000000000002,0.17178697909931653
19,0.95726666663487747,0.19143703742424648,0.9718,0.14951287634847685
