epoch,acc,loss,val_acc,val_loss
0,0.96043333333333336,0.14594378190040588,0.9748,0.13111299064531923
1,0.96366666666666667,0.12425732429623604,0.97389999999999999,0.12923992528542877
2,0.9667833333015442,0.11658843519687652,0.97440000000000004,0.12903587666172533
3,0.9684666666666667,0.10955651247700056,0.97440000000000004,0.12867689590118825
4,0.96763333330154422,0.10816671030322711,0.97519999999999996,0.12743548160865903
5,0.96925000003178918,0.10421990012923876,0.97560000000000002,0.1243857006855309
6,0.96994999996821085,0.10043179695606232,0.97670000000000001,0.12567946761036292
7,0.97071666666666667,0.098479762063423792,0.97589999999999999,0.12322696413844823
8,0.97044999996821091,0.097047141526142758,0.97550000000000003,0.12422514593470842
9,0.97043333330154424,0.094820643307765323,0.97699999999999998,0.12429474964542314
10,0.9718,0.094644965062538777,0.97650000000000003,0.1215887512925081
11,0.97178333336512246,0.09401964014669259,0.9758,0.12279372033271939
12,0.97216666669845586,0.091797092274824785,0.97509999999999997,0.12277164300438016
13,0.9730500000317891,0.08973081675767898,0.97670000000000001,0.12159060751646757
14,0.97291666663487752,0.087965911765893301,0.97570000000000001,0.12057282040715217
15,0.9728833333015442,0.089596580620606742,0.97519999999999996,0.12599531535971908
16,0.97293333330154419,0.089303920694192254,0.97560000000000002,0.12180343989431858
17,0.97361666669845581,0.083422322442134225,0.97570000000000001,0.12400094125755132
18,0.97401666666666664,0.082899698729316393,0.97709999999999997,0.12237315386552364
19,0.97375000003178913,0.084712945415576293,0.97619999999999996,0.12314838591599837
20,0.97416666666666663,0.08554603798488776,0.97619999999999996,0.12173629636056721
21,0.97526666669845585,0.080924480424324666,0.97689999999999999,0.12262084051333368
22,0.97418333333333329,0.083743733370304108,0.97599999999999998,0.12318335996353999
23,0.97564999996821089,0.07850427012046178,0.97560000000000002,0.12385816875193269
24,0.97474999996821088,0.08132530173460642,0.9758,0.1241484765725676
25,0.97426666669845585,0.081836380590995156,0.97629999999999995,0.12499896171409637
26,0.97593333336512245,0.078295572165648142,0.97599999999999998,0.1251532339205034
27,0.97561666663487756,0.080745496862133351,0.97550000000000003,0.12335075175678357
28,0.97526666669845585,0.078137668557961781,0.97519999999999996,0.12890796859767287
29,0.97638333336512251,0.07724798513054848,0.9758,0.12814609000701457
